codigo,nome,capitulo,categoria
E45,Atraso do desenvolvimento devido à desnutrição protéico-calórica,"IV - Doenças endócrinas, nutricionais e metabólicas",E40-E46 Desnutrição
E46,Desnutrição protéico-calórica não especificada,"IV - Doenças endócrinas, nutricionais e metabólicas",E40-E46 Desnutrição
E50,Deficiência de vitamina A,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E51,Deficiência de tiamina,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E52,Deficiência de niacina [pelagra],"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E53,Deficiência de outras vitaminas do grupo B,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E54,Deficiência de ácido ascórbico,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E55,Deficiência de vitamina D,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E56,Outras deficiências vitamínicas,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E58,Deficiência de cálcio da dieta,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E59,Deficiência de selênio da dieta,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E60,Deficiência de zinco da dieta,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E61,Deficiência de outros elementos nutrientes,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E63,Outras deficiências nutricionais,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E64,Seqüelas de desnutrição e de outras deficiências nutricionais,"IV - Doenças endócrinas, nutricionais e metabólicas",E50-E64 Outras deficiências nutricionais
E65,Adiposidade localizada,"IV - Doenças endócrinas, nutricionais e metabólicas",E65-E68 Obesidade e outras formas de hiperalimentação
E66,Obesidade,"IV - Doenças endócrinas, nutricionais e metabólicas",E65-E68 Obesidade e outras formas de hiperalimentação
E67,Outras formas de hiperalimentação,"IV - Doenças endócrinas, nutricionais e metabólicas",E65-E68 Obesidade e outras formas de hiperalimentação
E68,Seqüelas de hiperalimentação,"IV - Doenças endócrinas, nutricionais e metabólicas",E65-E68 Obesidade e outras formas de hiperalimentação
E70,Distúrbios do metabolismo de aminoácidos aromáticos,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E71,Distúrbios do metabolismo de aminoácidos de cadeia ramificada e do metabolismo dos ácidos graxos,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E72,Outros distúrbios do metabolismo de aminoácidos,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E73,Intolerância à lactose,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E74,Outros distúrbios do metabolismo de carboidratos,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E75,Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E76,Distúrbios do metabolismo do glicosaminoglicano,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E77,Distúrbios do metabolismo de glicoproteínas,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E78,Distúrbios do metabolismo de lipoproteínas e outras lipidemias,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E79,Distúrbios do metabolismo de purina e pirimidina,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E80,Distúrbios do metabolismo da porfirina e da bilirrubina,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E83,Distúrbios do metabolismo de minerais,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E84,Fibrose cística,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E85,Amiloidose,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E86,Depleção de volume,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E87,Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E88,Outros distúrbios metabólicos,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E89,"Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte","IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
E90,Transtornos nutricionais e metabólicos em doenças classificadas em outra parte,"IV - Doenças endócrinas, nutricionais e metabólicas",E70-E90 Distúrbios metabólicos
F00,Demência na doença de Alzheimer,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F01,Demência vascular,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F02,Demência em outras doenças classificadas em outra parte,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F03,Demência não especificada,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F04,Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F05,Delirium não induzido pelo álcool ou por outras substâncias psicoativas,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F06,Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F07,"Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral",V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F09,Transtorno mental orgânico ou sintomático não especificado,V - Transtornos mentais e comportamentais,"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos"
F10,Transtornos mentais e comportamentais devidos ao uso de álcool,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F11,Transtornos mentais e comportamentais devidos ao uso de opiáceos,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F12,Transtornos mentais e comportamentais devidos ao uso de canabinóides,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F13,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F14,Transtornos mentais e comportamentais devidos ao uso da cocaína,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F15,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína",V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F16,Transtornos mentais e comportamentais devidos ao uso de alucinógenos,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F17,Transtornos mentais e comportamentais devidos ao uso de fumo,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F18,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F19,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,V - Transtornos mentais e comportamentais,F10-F19 Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
F20,Esquizofrenia,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F21,Transtorno esquizotípico,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F22,Transtornos delirantes persistentes,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F23,Transtornos psicóticos agudos e transitórios,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F24,Transtorno delirante induzido,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F25,Transtornos esquizoafetivos,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F28,Outros transtornos psicóticos não-orgânicos,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F29,Psicose não-orgânica não especificada,V - Transtornos mentais e comportamentais,"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos delirantes"
F30,Episódio maníaco,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F31,Transtorno afetivo bipolar,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F32,Episódios depressivos,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F33,Transtorno depressivo recorrente,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F34,Transtornos de humor [afetivos] persistentes,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F38,Outros transtornos do humor [afetivos],V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F39,Transtorno do humor [afetivo] não especificado,V - Transtornos mentais e comportamentais,F30-F39 Transtornos do humor [afetivos]
F40,Transtornos fóbico-ansiosos,V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F41,Outros transtornos ansiosos,V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F42,Transtorno obsessivo-compulsivo,V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F43,"Reações ao ""stress"" grave e transtornos de adaptação",V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F44,Transtornos dissociativos [de conversão],V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F45,Transtornos somatoformes,V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F48,Outros transtornos neuróticos,V - Transtornos mentais e comportamentais,"F40-F48 Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes"
F50,Transtornos da alimentação,V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F51,Transtornos não-orgânicos do sono devidos a fatores emocionais,V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F52,"Disfunção sexual, não causada por transtorno ou doença orgânica",V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F53,"Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte",V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F54,Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F55,Abuso de substâncias que não produzem dependência,V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F59,"Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas",V - Transtornos mentais e comportamentais,F50-F59 Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
F60,Transtornos específicos da personalidade,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F61,Transtornos mistos da personalidade e outros transtornos da personalidade,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F62,Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F63,Transtornos dos hábitos e dos impulsos,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F64,Transtornos da identidade sexual,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F65,Transtornos da preferência sexual,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F66,Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F68,Outros transtornos da personalidade e do comportamento do adulto,V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F69,"Transtorno da personalidade e do comportamento do adulto, não especificado",V - Transtornos mentais e comportamentais,F60-F69 Transtornos da personalidade e do comportamento do adulto
F70,Retardo mental leve,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F71,Retardo mental moderado,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F72,Retardo mental grave,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F73,Retardo mental profundo,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F78,Outro retardo mental,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F79,Retardo mental não especificado,V - Transtornos mentais e comportamentais,F70-F79 Retardo mental
F80,Transtornos específicos do desenvolvimento da fala e da linguagem,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F81,Transtornos específicos do desenvolvimento das habilidades escolares,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F82,Transtorno específico do desenvolvimento motor,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F83,Transtornos específicos misto do desenvolvimento,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F84,Transtornos globais do desenvolvimento,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F88,Outros transtornos do desenvolvimento psicológico,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F89,Transtorno do desenvolvimento psicológico não especificado,V - Transtornos mentais e comportamentais,F80-F89 Transtornos do desenvolvimento psicológico
F90,Transtornos hipercinéticos,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F91,Distúrbios de conduta,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F92,Transtornos mistos de conduta e das emoções,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F93,Transtornos emocionais com início especificamente na infância,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F94,Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F95,Tiques,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F98,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,V - Transtornos mentais e comportamentais,F90-F98 Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
F99,Transtorno mental não especificado em outra parte,V - Transtornos mentais e comportamentais,F99-F99 Transtorno mental não especificado
G00,Meningite bacteriana não classificada em outra parte,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G01,Meningite em doenças bacterianas classificadas em outra parte,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G02,Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G03,Meningite devida a outras causas e a causas não especificadas,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G04,"Encefalite, mielite e encefalomielite",VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G05,"Encefalite, mielite e encefalomielite em doenças classificadas em outra parte",VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G06,Abscesso e granuloma intracranianos e intra-raquidianos,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G07,Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G08,Flebite e tromboflebite intracranianas e intra-raquidianas,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G09,Seqüelas de doenças inflamatórias do sistema nervoso central,VI - Doenças do sistema nervoso,G00-G09 Doenças inflamatórias do sistema nervoso central
G10,Doença de Huntington,VI - Doenças do sistema nervoso,G10-G13 Atrofias sistêmicas que afetam principalmente o sistema nervoso central
G11,Ataxia hereditária,VI - Doenças do sistema nervoso,G10-G13 Atrofias sistêmicas que afetam principalmente o sistema nervoso central
G12,Atrofia muscular espinal e síndromes correlatas,VI - Doenças do sistema nervoso,G10-G13 Atrofias sistêmicas que afetam principalmente o sistema nervoso central
G13,Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G10-G13 Atrofias sistêmicas que afetam principalmente o sistema nervoso central
G20,Doença de Parkinson,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G21,Parkinsonismo secundário,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G22,Parkinsonismo em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G23,Outras doenças degenerativas dos gânglios da base,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G24,Distonia,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G25,Outras doenças extrapiramidais e transtornos dos movimentos,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G26,Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G20-G26 Doenças extrapiramidais e transtornos dos movimentos
G30,Doença de Alzheimer,VI - Doenças do sistema nervoso,G30-G32 Outras doenças degenerativas do sistema nervoso
G31,Outras doenças degenerativas do sistema nervoso não classificadas em outra parte,VI - Doenças do sistema nervoso,G30-G32 Outras doenças degenerativas do sistema nervoso
G32,Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G30-G32 Outras doenças degenerativas do sistema nervoso
G35,Esclerose múltipla,VI - Doenças do sistema nervoso,G35-G37 Doenças desmielinizantes do sistema nervoso central
G36,Outras desmielinizações disseminadas agudas,VI - Doenças do sistema nervoso,G35-G37 Doenças desmielinizantes do sistema nervoso central
G37,Outras doenças desmielinizantes do sistema nervoso central,VI - Doenças do sistema nervoso,G35-G37 Doenças desmielinizantes do sistema nervoso central
G40,Epilepsia,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G41,Estado de mal epiléptico,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G43,Enxaqueca,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G44,Outras síndromes de algias cefálicas,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G45,Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G46,Síndromes vasculares cerebrais que ocorrem em doenças cerebrovasculares,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G47,Distúrbios do sono,VI - Doenças do sistema nervoso,G40-G47 Transtornos episódicos e paroxísticos
G50,Transtornos do nervo trigêmeo,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G51,Transtornos do nervo facial,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G52,Transtornos de outros nervos cranianos,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G53,Transtornos dos nervos cranianos em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G54,Transtornos das raízes e dos plexos nervosos,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G55,Compressões das raízes e dos plexos nervosos em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G56,Mononeuropatias dos membros superiores,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G57,Mononeuropatias dos membros inferiores,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G58,Outras mononeuropatias,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G59,Mononeuropatias em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,"G50-G59 Transtornos dos nervos, das raízes e dos plexos nervosos"
G60,Neuropatia hereditária e idiopática,VI - Doenças do sistema nervoso,G60-G64 Polineuropatias e outros transtornos do sistema nervoso periférico
G61,Polineuropatia inflamatória,VI - Doenças do sistema nervoso,G60-G64 Polineuropatias e outros transtornos do sistema nervoso periférico
G62,Outras polineuropatias,VI - Doenças do sistema nervoso,G60-G64 Polineuropatias e outros transtornos do sistema nervoso periférico
G63,Polineuropatia em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G60-G64 Polineuropatias e outros transtornos do sistema nervoso periférico
G64,Outros transtornos do sistema nervoso periférico,VI - Doenças do sistema nervoso,G60-G64 Polineuropatias e outros transtornos do sistema nervoso periférico
G70,Miastenia gravis e outros transtornos neuromusculares,VI - Doenças do sistema nervoso,G70-G73 Doenças da junção mioneural e dos músculos
G71,Transtornos primários dos músculos,VI - Doenças do sistema nervoso,G70-G73 Doenças da junção mioneural e dos músculos
G72,Outras miopatias,VI - Doenças do sistema nervoso,G70-G73 Doenças da junção mioneural e dos músculos
G73,Transtornos da junção mioneural e dos músculos em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G70-G73 Doenças da junção mioneural e dos músculos
G80,Paralisia cerebral,VI - Doenças do sistema nervoso,G80-G83 Paralisia cerebral e outras síndromes paralíticas
G81,Hemiplegia,VI - Doenças do sistema nervoso,G80-G83 Paralisia cerebral e outras síndromes paralíticas
G82,Paraplegia e tetraplegia,VI - Doenças do sistema nervoso,G80-G83 Paralisia cerebral e outras síndromes paralíticas
G83,Outras síndromes paralíticas,VI - Doenças do sistema nervoso,G80-G83 Paralisia cerebral e outras síndromes paralíticas
G90,Transtornos do sistema nervoso autônomo,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G91,Hidrocefalia,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G92,Encefalopatia tóxica,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G93,Outros transtornos do encéfalo,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G94,Outros transtornos do encéfalo em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G95,Outras doenças da medula espinal,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G96,Outros transtornos do sistema nervoso central,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G97,Transtornos pós-procedimento do sistema nervoso não classificados em outra parte,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G98,Outros transtornos do sistema nervoso não classificados em outra parte,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
G99,Outros transtornos do sistema nervoso em doenças classificadas em outra parte,VI - Doenças do sistema nervoso,G90-G99 Outros transtornos do sistema nervoso
H00,Hordéolo e calázio,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H01,Outras inflamações da pálpebra,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H02,Outros transtornos da pálpebra,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H03,Transtornos da pálpebra em doenças classificadas em outras partes,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H04,Transtornos do aparelho lacrimal,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H05,Transtornos da órbita,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H06,Transtornos do aparelho lacrimal e da órbita em doenças classificadas em outra parte,VII - Doenças do olho e anexos,"H00-H06 Transtornos da pálpebra, do aparelho lacrimal e da órbita"
H10,Conjuntivite,VII - Doenças do olho e anexos,H10-H13 Transtornos da conjuntiva
H11,Outros transtornos da conjuntiva,VII - Doenças do olho e anexos,H10-H13 Transtornos da conjuntiva
H13,Transtornos da conjuntiva em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H10-H13 Transtornos da conjuntiva
H15,Transtornos da esclerótica,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H16,Ceratite,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H17,Cicatrizes e opacidades da córnea,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H18,Outros transtornos da córnea,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H19,Transtorno da esclerótica e da córnea em doenças classificadas em outra parte,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H20,Iridociclite,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H21,Outros transtornos da íris e do corpo ciliar,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H22,Transtornos da íris e do corpo ciliar em doenças classificadas em outra parte,VII - Doenças do olho e anexos,"H15-H22 Transtornos da esclerótica, da córnea, da íris e do corpo ciliar"
H25,Catarata senil,VII - Doenças do olho e anexos,H25-H28 Transtornos do cristalino
