codigo,nome,capitulo,categoria
W78,Inalação do conteúdo gástrico,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W80,Inalação e ingestão de outros objetos causando obstrução do trato respiratório,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W81,Confinado ou aprisionado em um ambiente pobre em oxigênio,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W83,Outros riscos especificados à respiração,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W84,Riscos não especificados à respiração,XX - Causas externas de morbidade e de mortalidade,W75-W84 Outros riscos acidentais à respiração
W85,Exposição a linhas de transmissão de corrente elétrica,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W86,Exposição a outra corrente elétrica especificada,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W87,Exposição a corrente elétrica não especificada,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W88,Exposição a radiação ionizante,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W89,Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W90,Exposição a outros tipos de radiação não-ionizante,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W91,Exposição a tipo não especificado de radiação,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W92,Exposição a um calor excessivo de origem artificial,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W93,Exposição a um frio excessivo de origem artificial,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W94,"Exposição a alta, baixa e a variações da pressão atmosférica",XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
W99,Exposição a outros fatores ambientais artificiais e aos não especificados,XX - Causas externas de morbidade e de mortalidade,"W85-W99 Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente"
X00,Exposição a fogo não-controlado em um edifício ou outro tipo de construção,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X01,Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X02,Exposição a fogo controlado em um edifício ou outro tipo de construção,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X03,Exposição a fogo controlado fora de um edifício ou de outro tipo de construção,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X04,Exposição a combustão de substância muito inflamável,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X05,Exposição a combustão de roupa de dormir,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X06,Exposição a combustão de outro tipo de roupa ou de acessórios,XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X08,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X09,"Exposição a tipo não especificado de fumaça, fogo ou chamas",XX - Causas externas de morbidade e de mortalidade,"X00-X09 Exposição à fumaça, ao fogo e às chamas"
X10,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X11,Contato com água corrente quente de torneira,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X12,Contato com outros líquidos quentes,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X13,Contato com vapor d'água e com vapores quentes,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X14,Contato com ar e gases quentes,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X15,Contato com aparelhos domésticos quentes,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X16,"Contato com aquecedores, radiadores e tubulação",XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X17,"Contato com motores, máquinas e ferramentas quentes",XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X18,Contato com outros metais quentes,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X19,Contato com outras fontes de calor ou com substâncias quentes não especificados,XX - Causas externas de morbidade e de mortalidade,X10-X19 Contato com uma fonte de calor ou com substâncias quentes
X20,Contato com serpentes e lagartos venenosos,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X21,Contato com aranhas venenosas,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X22,Contato com escorpiões,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X23,"Contato com abelhas, vespas e vespões",XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X24,Contato com centopéias e miriápodes venenosas (tropicais),XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X25,Contato com outros artrópodes venenosos,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X26,Contato com animais e plantas marinhos venenosos,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X27,Contato com outros animais venenosos especificados,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X28,Contato com outras plantas venenosas especificadas,XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X29,"Contato com animais ou plantas venenosos, sem especificação",XX - Causas externas de morbidade e de mortalidade,X20-X29 Contato com animais e plantas venenosos
X30,Exposição a calor natural excessivo,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X31,Exposição a frio natural excessivo,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X32,Exposição à luz solar,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X33,Vítima de raio,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X34,Vítima de terremoto,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X35,Vítima de erupção vulcânica,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X36,"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre",XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X37,Vítima de tempestade cataclísmica,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X38,Vítima de inundação,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X39,Exposição a outras forças da natureza e às não especificadas,XX - Causas externas de morbidade e de mortalidade,X30-X39 Exposição às forças da natureza
X40,"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos",XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X41,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte",XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X47,Intoxicação acidental por e exposição a outros gases e vapores,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X49,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas,XX - Causas externas de morbidade e de mortalidade,X40-X49 Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
X50,Excesso de exercícios e movimentos vigorosos ou repetitivos,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X51,Viagem e movimento,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X52,Estadia prolongada em ambiente agravitacional,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X53,Falta de alimento,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X54,Falta de água,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X57,Privação não especificada,XX - Causas externas de morbidade e de mortalidade,"X50-X57 Excesso de esforços, viagens e privações"
X58,Exposição a outros fatores especificados,XX - Causas externas de morbidade e de mortalidade,X58-X59 Exposição acidental a outros fatores e aos não especificados
X59,Exposição a fatores não especificados,XX - Causas externas de morbidade e de mortalidade,X58-X59 Exposição acidental a outros fatores e aos não especificados
X60,"Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X61,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X62,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X63,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X64,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X65,Auto-intoxicação voluntária por álcool,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X66,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X67,Auto-intoxicação intencional por outros gases e vapores,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X68,"Auto-intoxicação por e exposição, intencional, a pesticidas",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X69,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X70,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X71,Lesão autoprovocada intencionalmente por afogamento e submersão,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X72,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X73,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X74,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X75,Lesão autoprovocada intencionalmente por dispositivos explosivos,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X76,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X77,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes",XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X78,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X79,Lesão autoprovocada intencionalmente por objeto contundente,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X80,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X81,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X82,Lesão autoprovocada intencionalmente por impacto de um veículo a motor,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X83,Lesão autoprovocada intencionalmente por outros meios especificados,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X84,Lesão autoprovocada intencionalmente por meios não especificados,XX - Causas externas de morbidade e de mortalidade,X60-X84 Lesões autoprovocadas intencionalmente
X85,"Agressão por meio de drogas, medicamentos e substâncias biológicas",XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X86,Agressão por meio de substâncias corrosivas,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X87,Agressão por pesticidas,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X88,Agressão por meio de gases e vapores,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X89,Agressão por meio de outros produtos químicos e substâncias nocivas especificados,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X90,Agressão por meio de produtos químicos e substâncias nocivas não especificados,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X91,"Agressão por meio de enforcamento, estrangulamento e sufocação",XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X92,Agressão por meio de afogamento e submersão,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X93,Agressão por meio de disparo de arma de fogo de mão,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X94,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre",XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X95,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X96,Agressão por meio de material explosivo,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X97,"Agressão por meio de fumaça, fogo e chamas",XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X98,"Agressão por meio de vapor de água, gases ou objetos quentes",XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
X99,Agressão por meio de objeto cortante ou penetrante,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y00,Agressão por meio de um objeto contundente,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y01,Agressão por meio de projeção de um lugar elevado,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y02,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y03,Agressão por meio de impacto de um veículo a motor,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y04,Agressão por meio de força corporal,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y05,Agressão sexual por meio de força física,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y06,Negligência e abandono,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y07,Outras síndromes de maus tratos,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y08,Agressão por outros meios especificados,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y09,Agressão por meios não especificados,XX - Causas externas de morbidade e de mortalidade,X85-Y09 Agressões
Y10,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y11,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y21,"Afogamento e submersão, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y22,"Disparo de pistola, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y25,"Contato com material explosivo, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y26,"Exposição a fumaça, fogo e chamas, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y27,"Exposição a vapor de água, gases ou objetos quentes, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y28,"Contato com objeto cortante ou penetrante, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y29,"Contato com objeto contundente, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y30,"Queda, salto ou empurrado de um lugar elevado, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y31,"Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y32,"Impacto de um veículo a motor, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y33,"Outros fatos ou eventos especificados, intenção não determinada",XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y34,Fatos ou eventos não especificados e intenção não determinada,XX - Causas externas de morbidade e de mortalidade,Y10-Y34 Eventos (fatos) cuja intenção é indeterminada
Y35,Intervenção legal,XX - Causas externas de morbidade e de mortalidade,Y35-Y36 Intervenções legais e operações de guerra
Y36,Operações de guerra,XX - Causas externas de morbidade e de mortalidade,Y35-Y36 Intervenções legais e operações de guerra
Y40,Efeitos adversos de antibióticos sistêmicos,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y41,Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y42,"Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y43,Efeitos adversos de substâncias de ação primariamente sistêmica,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y44,Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y45,"Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y46,Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y47,"Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos]",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y48,Efeitos adversos de anestésicos e gases terapêuticos,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y49,"Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y50,"Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y51,Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y52,Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y53,Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y54,"Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y55,Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y56,"Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário",XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y57,Efeitos adversos de outras drogas e medicamentos e as não especificadas,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y58,Efeitos adversos de vacinas bacterianas,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y59,Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas,XX - Causas externas de morbidade e de mortalidade,"Y40-Y59 Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica"
Y60,"Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos",XX - Causas externas de morbidade e de mortalidade,Y60-Y69 Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos
